id,property_type,room_type,accommodates,bathrooms,bedrooms,beds
6836689,Condominium,Entire home/apt,4,1,2,2
21090626,Condominium,Private room,2,1,1,1
708802,Apartment,Entire home/apt,4,1,1,2
9900315,Apartment,Entire home/apt,2,1,1,1
11521541,House,Entire home/apt,6,3,4,4
13586128,Apartment,Entire home/apt,6,2,3,3
16364879,Apartment,Entire home/apt,4,1,2,2
1445064,Condominium,Private room,1,1,1,1
13585624,Apartment,Entire home/apt,4,1,2,2
14191723,Condominium,Entire home/apt,3,1,1,1
19959233,House,Entire home/apt,8,3.5,4,5
14339068,House,Entire home/apt,10,4,3,5
3820516,Bed & Breakfast,Private room,2,1,1,1
17875439,House,Private room,2,1.5,1,1
16517776,Apartment,Private room,2,1,1,1
19581567,Apartment,Entire home/apt,4,1,2,2
182613,Apartment,Entire home/apt,8,1,2,3
14928081,Boat,Entire home/apt,4,1.5,2,2
16156516,Boat,Entire home/apt,6,2,2,3
14632658,Townhouse,Private room,2,1.5,1,1
5719606,Apartment,Entire home/apt,3,2,2,2
19744120,Apartment,Entire home/apt,2,1,1,2
82637,Bed & Breakfast,Private room,2,1,1,1
19317364,Apartment,Private room,2,1,1,1
18956914,Condominium,Entire home/apt,4,2,2,2
18498138,Boat,Entire home/apt,3,1,1,1
16172035,Condominium,Entire home/apt,2,1,1,1
15287262,Condominium,Entire home/apt,3,1,2,2
7472068,Apartment,Entire home/apt,8,1,2,4
17730361,Boat,Entire home/apt,8,3.5,4,6
8454985,Apartment,Entire home/apt,3,1,2,2
19088192,Apartment,Private room,3,1,1,1
1541166,Apartment,Entire home/apt,2,1,0,1
16479752,Apartment,Private room,2,1,1,1
4467841,Apartment,Entire home/apt,5,2,2,3
8814479,Apartment,Entire home/apt,5,2,2,3
19941916,Apartment,Entire home/apt,3,1,1,1
16351037,Condominium,Entire home/apt,3,1,1,2
8814039,Apartment,Entire home/apt,7,2,3,4
23668,Apartment,Entire home/apt,2,1,1,1
20185106,Apartment,Private room,2,1,1,1
1867881,Other,Entire home/apt,5,2,2,3
20086367,Apartment,Entire home/apt,3,1,1,1
17399272,Other,Entire home/apt,5,2,2,3
1868004,Other,Entire home/apt,3,1,1,2
4579186,Apartment,Entire home/apt,2,1,1,1
8813451,Apartment,Entire home/apt,7,2,3,4
4602191,Apartment,Entire home/apt,5,2,2,3
15726711,Apartment,Entire home/apt,5,2,2,2
8696236,Condominium,Private room,2,1,1,2
15726469,Apartment,Entire home/apt,3,1,1,1
12088322,Apartment,Entire home/apt,5,2,2,2
18888098,Apartment,Entire home/apt,5,2,2,2
3931204,Apartment,Entire home/apt,3,1,1,2
14216000,Apartment,Entire home/apt,2,1,1,2
19327378,Condominium,Entire home/apt,2,1,1,1
7596262,Apartment,Entire home/apt,3,1,1,1
17729574,Other,Entire home/apt,3,1,1,2
10119075,Apartment,Entire home/apt,5,2,2,2
10118946,Apartment,Entire home/apt,5,2,2,2
10152056,Apartment,Entire home/apt,3,1,1,1
10119193,Apartment,Entire home/apt,5,2,2,2
10118716,Apartment,Entire home/apt,5,2,2,2
10118573,Apartment,Entire home/apt,3,1,1,1
10118379,Apartment,Entire home/apt,3,1,1,1
19948159,Apartment,Entire home/apt,5,2,2,1
10118091,Apartment,Entire home/apt,3,1,1,1
10051649,Apartment,Entire home/apt,5,2,2,2
10052037,Apartment,Entire home/apt,3,1,1,1
19947454,Apartment,Entire home/apt,5,2,2,1
7855702,Apartment,Entire home/apt,5,2,2,2
19947224,Apartment,Entire home/apt,3,1,1,1
20279115,Apartment,Entire home/apt,2,1,0,2
19455142,Apartment,Entire home/apt,3,1,1,1
20208589,Other,Entire home/apt,3,1,1,2
16702101,Apartment,Entire home/apt,4,2,2,2
15898519,Apartment,Entire home/apt,4,1,1,1
18912787,Apartment,Private room,2,1,1,2
10119327,Apartment,Entire home/apt,5,2,2,2
14423116,Apartment,Entire home/apt,5,2,2,2
21124198,Apartment,Entire home/apt,3,1,1,1
19926959,Apartment,Entire home/apt,3,1,1,1
19926609,Apartment,Entire home/apt,3,1,1,1
14404992,Apartment,Private room,2,1,1,1
18910240,Apartment,Entire home/apt,5,2,2,3
6015995,Apartment,Entire home/apt,3,1,1,1
4917583,Apartment,Entire home/apt,3,1,1,2
19925457,Apartment,Entire home/apt,3,1,1,1
16336756,Apartment,Entire home/apt,2,1,1,1
19941093,Apartment,Entire home/apt,3,1,1,1
7308623,Apartment,Private room,1,1,1,1
4489920,Apartment,Entire home/apt,3,1,1,2
14423483,Apartment,Entire home/apt,5,2,2,2
1867834,Other,Entire home/apt,5,2,2,3
18907659,Apartment,Entire home/apt,5,2,2,3
19870249,Apartment,Private room,2,1,1,1
7874552,Apartment,Private room,2,1,1,1
20711007,Condominium,Private room,3,1,1,1
17386330,Apartment,Private room,2,1,1,1
13810937,Apartment,Private room,1,1,1,1
7342359,Apartment,Entire home/apt,2,1,1,1
8335066,Apartment,Private room,2,1,1,1
7996844,Apartment,Private room,2,1,1,1
18456430,Apartment,Private room,2,1,1,1
18376849,Apartment,Private room,2,1,1,1
18475428,Apartment,Private room,2,1,1,1
20011033,Apartment,Private room,1,1,1,1
1960407,Bed & Breakfast,Private room,2,1,1,1
6600417,Apartment,Private room,2,1,1,1
4741722,Apartment,Private room,2,1,1,1
9414160,Apartment,Private room,2,1,1,1
15471093,Condominium,Private room,3,1,1,1
19282088,Apartment,Entire home/apt,2,1,1,1
16693642,Apartment,Entire home/apt,3,1,1,1
17873248,Apartment,Entire home/apt,3,1,1,1
17024774,Apartment,Entire home/apt,4,1,1,1
9107357,Condominium,Entire home/apt,2,1,1,1
15148487,Condominium,Entire home/apt,4,1,2,2
13993185,Apartment,Entire home/apt,4,1,1,1
19550212,Condominium,Entire home/apt,3,1,1,2
12962923,Apartment,Entire home/apt,2,1,0,1
7614517,Apartment,Entire home/apt,2,1,0,1
3377100,Apartment,Entire home/apt,2,1,1,1
2126053,Apartment,Entire home/apt,2,1,0,1
5709298,Apartment,Entire home/apt,4,1,2,2
6326257,Condominium,Entire home/apt,5,1.5,2,2
20151756,Apartment,Entire home/apt,3,1,1,2
2947662,Apartment,Entire home/apt,6,1,2,2
20722772,Apartment,Entire home/apt,5,1,2,3
20476340,Apartment,Entire home/apt,2,1,0,1
18387338,Apartment,Entire home/apt,2,1,1,1
14200338,Apartment,Entire home/apt,6,1,2,3
19019562,Apartment,Entire home/apt,6,1.5,2,3
20410237,Apartment,Entire home/apt,2,1,1,1
20639808,Apartment,Entire home/apt,4,1,2,2
21172765,Apartment,Entire home/apt,6,2,2,2
7633883,Apartment,Entire home/apt,6,1.5,3,3
5690640,Apartment,Entire home/apt,2,1,1,1
13249829,Apartment,Entire home/apt,4,1,2,2
8052494,Apartment,Entire home/apt,2,1,1,2
12365159,Apartment,Entire home/apt,2,1,1,1
13797236,Apartment,Entire home/apt,4,1,1,2
13778731,Apartment,Entire home/apt,3,1,1,1
13185237,Apartment,Entire home/apt,2,1,0,1
14742722,Apartment,Private room,2,1,1,1
18957205,Apartment,Private room,2,1,1,1
13121821,Apartment,Entire home/apt,4,1,1,2
2754975,Apartment,Entire home/apt,4,1,1,2
20067230,Apartment,Entire home/apt,4,1,2,2
67774,Apartment,Entire home/apt,3,1,1,1
7531700,Apartment,Entire home/apt,2,1,0,1
8732121,Apartment,Entire home/apt,2,1,0,1
4978467,Apartment,Entire home/apt,2,1,2,1
14367642,Apartment,Entire home/apt,2,1,0,1
12356,Condominium,Entire home/apt,3,1,1,1
18311582,House,Entire home/apt,6,2.5,3,3
10857914,House,Entire home/apt,8,3.5,4,6
9386847,Apartment,Entire home/apt,5,1,2,2
20903325,Apartment,Private room,2,1,1,1
16462547,Apartment,Private room,2,1,1,1
13188501,Apartment,Entire home/apt,2,1,0,1
18841628,Apartment,Entire home/apt,4,1,2,2
20135997,Apartment,Entire home/apt,4,1,2,2
20514858,Apartment,Entire home/apt,2,1,1,1
19292171,Apartment,Entire home/apt,4,1,1,1
16285798,Apartment,Private room,2,1,1,1
508017,Apartment,Entire home/apt,2,1,1,1
13101775,Apartment,Entire home/apt,3,1,1,1
21010005,Apartment,Entire home/apt,2,1,0,2
12648403,Apartment,Entire home/apt,2,1,0,2
4718577,Apartment,Private room,2,1,1,1
16367520,Apartment,Entire home/apt,4,1,2,2
13926284,Apartment,Entire home/apt,4,1,1,1
15679333,Apartment,Entire home/apt,4,1,2,2
15678924,Apartment,Entire home/apt,4,1,2,2
16596372,House,Entire home/apt,6,2,2,2
20998710,Apartment,Entire home/apt,4,1,1,1
13696242,Apartment,Entire home/apt,4,1,1,1
19904967,Apartment,Entire home/apt,2,1,1,1
18332030,Apartment,Entire home/apt,4,1,1,2
19291771,Apartment,Private room,4,1,1,1
7092874,Condominium,Entire home/apt,4,1.5,2,3
15071185,Condominium,Entire home/apt,5,2,2,2
20068905,Apartment,Entire home/apt,2,1,0,1
13728510,Apartment,Entire home/apt,3,1,0,1
15772120,Apartment,Private room,1,1,1,1
12678952,Condominium,Entire home/apt,2,1,1,1
6400348,Apartment,Private room,2,1,1,1
4995033,Apartment,Entire home/apt,3,1,2,2
17380802,Apartment,Entire home/apt,2,1,1,1
18535259,Apartment,Entire home/apt,2,1,1,1
7713815,Apartment,Entire home/apt,2,1,0,1
2216767,Apartment,Entire home/apt,2,1,1,1
15680687,Apartment,Entire home/apt,4,1,2,2
17134180,Apartment,Entire home/apt,4,2,2,2
16904896,Apartment,Entire home/apt,4,1,1,3
12726343,Apartment,Entire home/apt,2,1,0,1
17494062,Apartment,Entire home/apt,3,1,0,2
586994,Condominium,Entire home/apt,2,1,0,1
11202183,House,Entire home/apt,3,1,0,2
16494169,Apartment,Entire home/apt,8,3,4,4
5959251,Apartment,Entire home/apt,2,1,1,2
4632511,Condominium,Entire home/apt,4,1.5,2,2
10434883,Apartment,Entire home/apt,2,1,0,1
20918179,Condominium,Entire home/apt,7,1,2,2
11906382,House,Entire home/apt,4,2,2,2
8662258,Apartment,Shared room,2,1,1,1
10611598,Apartment,Entire home/apt,2,1,1,1
17591467,Apartment,Entire home/apt,4,1,0,1
15552245,Condominium,Entire home/apt,4,1,1,2
2862120,Apartment,Shared room,1,1,1,1
15821372,Apartment,Entire home/apt,2,1,0,1
14887491,Apartment,Entire home/apt,2,1,1,1
19209297,Apartment,Entire home/apt,2,1,0,1
9169272,Apartment,Entire home/apt,2,1,1,1
18934135,Apartment,Entire home/apt,3,1,0,1
8170181,Apartment,Entire home/apt,3,1,1,1
18458938,Apartment,Entire home/apt,2,1,1,1
20786923,Apartment,Entire home/apt,2,1,1,1
9464030,Apartment,Entire home/apt,1,1,1,1
1935042,Bed & Breakfast,Private room,2,1,1,2
18934219,Apartment,Entire home/apt,4,1,1,1
15673767,Apartment,Entire home/apt,4,1,2,2
13658522,Apartment,Entire home/apt,2,1,2,2
7514024,Apartment,Entire home/apt,2,1,0,1
18719421,Apartment,Entire home/apt,5,1,2,2
14575184,Apartment,Entire home/apt,2,1,1,1
8747720,Apartment,Entire home/apt,2,1,1,1
9857049,Apartment,Entire home/apt,2,1,1,1
14673441,Apartment,Private room,2,1,1,1
19309861,Apartment,Entire home/apt,2,1,0,1
16148190,Apartment,Entire home/apt,6,1,2,2
13788865,Apartment,Entire home/apt,2,1,0,1
6066455,Apartment,Entire home/apt,7,2,4,5
6677640,Apartment,Entire home/apt,3,1,1,1
16163931,Apartment,Entire home/apt,4,1,1,2
1303261,Apartment,Entire home/apt,2,1,1,1
12493396,Apartment,Entire home/apt,4,1,1,1
7928656,Apartment,Entire home/apt,4,1,1,2
19506136,Apartment,Entire home/apt,2,1,1,1
19309434,Apartment,Entire home/apt,2,1,0,1
11120777,Apartment,Entire home/apt,7,1,2,2
4546333,Apartment,Entire home/apt,2,1,0,1
12738816,Apartment,Entire home/apt,4,1,1,1
6480967,Apartment,Entire home/apt,4,1,1,3
8283955,Apartment,Entire home/apt,4,1,2,2
14983707,Apartment,Entire home/apt,4,1.5,2,3
21013010,Apartment,Entire home/apt,4,1,2,2
19308998,Apartment,Entire home/apt,2,1,0,1
19144667,Apartment,Entire home/apt,2,1,0,1
20045791,Apartment,Entire home/apt,2,1,1,1
16392095,Apartment,Entire home/apt,3,1,1,1
3432321,Apartment,Entire home/apt,2,1,0,1
15916945,Apartment,Entire home/apt,3,1,1,1
7514336,Apartment,Entire home/apt,2,1,0,1
5725804,Condominium,Entire home/apt,2,1,1,1
20255529,Apartment,Entire home/apt,2,1,0,1
4644455,Apartment,Entire home/apt,2,1,1,1
9133627,Apartment,Entire home/apt,2,1,0,1
1648950,Apartment,Entire home/apt,2,1,1,1
7527864,Apartment,Private room,2,1,1,1
5743939,Apartment,Entire home/apt,6,1,2,3
20651840,Apartment,Entire home/apt,4,1,2,2
15851308,Apartment,Entire home/apt,2,1,1,1
3890373,Apartment,Entire home/apt,4,1,1,2
20782313,Apartment,Entire home/apt,4,1,2,2
5659866,Apartment,Entire home/apt,4,2.5,1,1
1252489,Apartment,Entire home/apt,2,1,1,1
23619,Condominium,Entire home/apt,2,1,0,1
7920759,Condominium,Entire home/apt,4,2,2,2
7911936,Apartment,Entire home/apt,2,1,0,1
6554785,Apartment,Entire home/apt,2,1,0,1
3873776,Apartment,Entire home/apt,4,1,3,3
15664359,Apartment,Entire home/apt,1,1,0,1
9755993,Apartment,Entire home/apt,2,1,0,1
13376457,Apartment,Entire home/apt,2,1,0,1
20392363,Apartment,Entire home/apt,6,2,2,3
7854872,Apartment,Entire home/apt,2,1,0,1
19290895,Apartment,Entire home/apt,4,1,1,1
16276224,Apartment,Entire home/apt,6,2,2,2
14572100,Apartment,Entire home/apt,3,1,0,1
18487889,Apartment,Entire home/apt,3,1,1,2
10164810,Apartment,Entire home/apt,4,1,1,1
11016623,Apartment,Entire home/apt,2,1,1,1
15407458,Apartment,Entire home/apt,2,1,1,1
21141875,Apartment,Entire home/apt,2,1,1,1
21076367,Apartment,Entire home/apt,3,1,1,1
16436951,Apartment,Entire home/apt,2,1,1,1
15767548,Condominium,Entire home/apt,7,2,2,4
8428052,Apartment,Private room,2,1,1,1
16071075,Townhouse,Entire home/apt,6,2.5,3,4
5445126,Apartment,Entire home/apt,2,1,1,1
5612512,Apartment,Entire home/apt,2,1,0,1
19945100,Apartment,Entire home/apt,1,1,0,1
19307193,Apartment,Entire home/apt,4,1,1,1
11343485,Apartment,Entire home/apt,3,1,1,2
9596153,Apartment,Entire home/apt,1,1,1,1
15767124,Apartment,Entire home/apt,4,1,1,2
7837202,Apartment,Entire home/apt,2,1,0,1
18894466,Condominium,Entire home/apt,4,1,2,2
19959185,Apartment,Entire home/apt,6,2,2,3
5690424,House,Entire home/apt,7,2,4,4
5241043,Apartment,Private room,3,1,1,2
4461613,Apartment,Entire home/apt,1,1,1,1
10311094,Apartment,Entire home/apt,8,3,3,3
14111670,Apartment,Entire home/apt,4,1,2,3
17774119,Condominium,Entire home/apt,4,1,2,2
19308245,Apartment,Entire home/apt,2,1,0,1
15281975,Apartment,Entire home/apt,2,1,0,1
14025410,Apartment,Entire home/apt,2,1,0,1
19415743,Apartment,Entire home/apt,2,1,0,1
12210223,Apartment,Entire home/apt,4,1,1,2
20762670,Apartment,Entire home/apt,6,1,2,3
15634401,Apartment,Entire home/apt,2,1,0,1
6410674,Apartment,Private room,1,1,1,1
697078,Apartment,Entire home/apt,3,1,1,1
16488513,House,Entire home/apt,4,1,1,2
20904527,Apartment,Entire home/apt,6,1,2,3
15126802,House,Entire home/apt,6,4,4,4
15426197,Apartment,Entire home/apt,3,1,1,2
14552847,Apartment,Entire home/apt,4,2,2,1
13307513,Apartment,Entire home/apt,3,1,1,1
8884103,Apartment,Private room,1,1,1,1
16272848,Apartment,Entire home/apt,7,2,3,3
11701611,Apartment,Entire home/apt,2,1,1,1
20264910,Apartment,Entire home/apt,2,1,1,1
20204794,Apartment,Entire home/apt,4,1,1,2
3520353,Apartment,Entire home/apt,3,1,1,1
14760955,Condominium,Entire home/apt,4,1,1,2
16239598,Apartment,Private room,2,1,1,1
8309711,Condominium,Entire home/apt,4,1,2,2
14928666,Apartment,Entire home/apt,2,1,1,1
5064995,Apartment,Entire home/apt,2,1,2,2
12143408,Apartment,Entire home/apt,2,1,1,1
18582571,Apartment,Entire home/apt,2,1,1,1
7244031,Apartment,Entire home/apt,3,1,1,2
4032756,Apartment,Entire home/apt,2,1,1,1
9078998,Apartment,Entire home/apt,2,1,1,1
14916417,Apartment,Entire home/apt,4,1,1,2
444425,Apartment,Entire home/apt,4,1,1,2
1886037,Apartment,Entire home/apt,4,1.5,2,2
20760391,Apartment,Entire home/apt,2,1,0,1
14387004,Apartment,Private room,1,1,1,1
4489490,Apartment,Entire home/apt,2,1,0,1
11306586,Apartment,Entire home/apt,2,1,0,2
14124430,Apartment,Entire home/apt,8,1,2,4
10945774,Apartment,Entire home/apt,2,1,0,1
10470115,Apartment,Entire home/apt,3,1,1,1
20889737,Apartment,Entire home/apt,2,1,1,1
20137476,Apartment,Private room,2,1,1,1
7635616,Apartment,Entire home/apt,2,1,0,1
10469962,Apartment,Entire home/apt,6,1.5,2,2
18557609,Apartment,Entire home/apt,3,1,1,2
1688705,Apartment,Private room,2,1,1,1
14074739,Apartment,Entire home/apt,2,1,1,1
21205051,Apartment,Entire home/apt,2,1,0,1
20054296,Apartment,Entire home/apt,4,1,2,3
6908672,Apartment,Entire home/apt,4,1,2,2
15581663,Apartment,Entire home/apt,4,1,1,2
19530176,Apartment,Entire home/apt,2,1,1,1
20152689,Apartment,Private room,1,1,1,1
15463154,Apartment,Entire home/apt,2,1,0,1
8302844,Apartment,Entire home/apt,4,1,0,2
6741968,Apartment,Entire home/apt,4,1,1,1
5371687,Apartment,Entire home/apt,4,1,1,1
2410846,Apartment,Entire home/apt,2,1,1,1
19608419,Apartment,Entire home/apt,6,1,2,3
8325477,Condominium,Entire home/apt,2,1,1,1
19754060,Apartment,Private room,3,1,1,1
17496201,Apartment,Entire home/apt,2,1,0,1
19691987,Apartment,Entire home/apt,6,2,3,3
19823907,Apartment,Entire home/apt,8,2,4,4
19695858,Apartment,Entire home/apt,4,1,2,2
20459025,Condominium,Entire home/apt,4,1,1,3
19527633,Apartment,Entire home/apt,6,2,3,1
17905853,Apartment,Entire home/apt,7,2,3,4
20707276,House,Entire home/apt,5,1.5,2,3
9709597,Other,Private room,4,1,1,2
10549219,Condominium,Private room,4,1,1,2
18267171,Condominium,Entire home/apt,4,1,1,2
13912429,Other,Private room,4,1,1,2
2715779,Villa,Private room,4,1,1,2
8814532,Apartment,Entire home/apt,5,2,2,3
18462544,Apartment,Entire home/apt,7,2,2,3
6993585,Apartment,Entire home/apt,7,2,2,2
15841899,Apartment,Entire home/apt,8,2,2,4
15314772,Apartment,Entire home/apt,6,2,2,4
13216268,Loft,Entire home/apt,8,3,3,3
16854686,Apartment,Entire home/apt,6,1,1,3
18396209,Apartment,Entire home/apt,8,2,2,2
15543904,Apartment,Entire home/apt,4,3,2,2
1240598,Apartment,Entire home/apt,2,1,1,1
4190704,Apartment,Entire home/apt,3,1,0,1
16382057,Apartment,Entire home/apt,12,1,2,5
20770875,Apartment,Entire home/apt,3,1,0,2
18231522,Apartment,Entire home/apt,4,1,1,1
20787326,Apartment,Entire home/apt,4,1,1,3
17955648,Timeshare,Entire home/apt,2,1,1,1
9072821,Apartment,Entire home/apt,3,1,1,1
8711300,Apartment,Entire home/apt,2,1,1,1
12211821,Apartment,Entire home/apt,3,1,0,2
12365454,Apartment,Entire home/apt,6,1,2,2
17265236,Apartment,Entire home/apt,4,1,1,1
15038991,Apartment,Entire home/apt,3,1,1,1
2747654,Apartment,Entire home/apt,3,1,0,1
12383703,Apartment,Entire home/apt,5,2,2,2
15337363,Apartment,Entire home/apt,2,1,1,1
15340831,Apartment,Entire home/apt,3,1,0,2
14744481,Apartment,Entire home/apt,2,1,0,1
15390344,Apartment,Entire home/apt,2,1,0,1
10137247,Apartment,Entire home/apt,5,2,2,2
18136792,Apartment,Entire home/apt,4,1,1,1
10116914,Apartment,Entire home/apt,3,1,1,1
3914729,Apartment,Entire home/apt,2,1,1,1
10811129,Apartment,Entire home/apt,2,1,1,1
2141306,Apartment,Entire home/apt,6,1,2,2
7913309,Apartment,Entire home/apt,2,1,0,1
13711242,Apartment,Shared room,2,1,1,2
6181230,Apartment,Entire home/apt,2,1,1,1
11282071,Apartment,Private room,2,1,1,1
16412763,Apartment,Private room,2,1,1,1
19824694,Apartment,Entire home/apt,4,1,2,2
1966195,Other,Entire home/apt,5,2,2,3
15188208,Apartment,Entire home/apt,5,2,2,2
17156819,Apartment,Entire home/apt,8,2,2,4
21891,Apartment,Entire home/apt,4,1,2,2
16177666,House,Entire home/apt,6,1,2,3
14679817,Loft,Private room,2,1,1,1
8814105,Apartment,Entire home/apt,7,2,3,4
14122467,Other,Entire home/apt,2,1,1,1
18562429,Condominium,Private room,2,1,1,1
4275846,Apartment,Entire home/apt,2,1,1,1
8814215,Apartment,Entire home/apt,7,2,3,4
11336922,Apartment,Private room,4,1,1,1
17333246,Apartment,Entire home/apt,2,1,0,1
19501747,Apartment,Entire home/apt,4,3,2,3
19544387,Apartment,Entire home/apt,4,1,2,2
18659049,Apartment,Entire home/apt,6,1,2,2
8563141,Apartment,Entire home/apt,4,1,2,2
9796309,Villa,Private room,4,1,1,1
1340290,Apartment,Private room,1,1,1,1
19593368,Apartment,Entire home/apt,3,1,0,2
19827018,Apartment,Entire home/apt,4,1,2,2
7665711,Apartment,Entire home/apt,3,1,2,2
15267276,Apartment,Entire home/apt,3,1,1,1
18462031,Timeshare,Private room,4,1,1,1
15348147,Apartment,Entire home/apt,6,2,2,3
4977034,Loft,Entire home/apt,4,2,2,2
4075898,Apartment,Entire home/apt,2,1,1,1
8696200,Apartment,Shared room,2,1,1,2
17478893,Apartment,Entire home/apt,2,1,0,1
21163975,Apartment,Private room,1,1,0,1
15314862,Apartment,Entire home/apt,6,2,2,5
7728499,Apartment,Entire home/apt,2,1,0,1
15068478,Apartment,Entire home/apt,4,1,1,2
11866651,House,Entire home/apt,10,2.5,3,9
15444930,Apartment,Entire home/apt,4,1,1,2
19823776,Apartment,Entire home/apt,4,1,2,2
60356,Condominium,Entire home/apt,2,1,1,1
16489609,Apartment,Entire home/apt,2,1,0,1
4303606,Bed & Breakfast,Private room,2,1,1,1
12987348,Apartment,Entire home/apt,6,2,2,3
20622324,Apartment,Entire home/apt,4,1,1,2
19180117,Condominium,Entire home/apt,2,1,0,1
8432166,Apartment,Entire home/apt,4,1,1,1
10730,Condominium,Entire home/apt,3,1,1,1
19376491,Apartment,Entire home/apt,2,1,1,1
21010620,Other,Entire home/apt,3,1,1,2
18810580,Apartment,Private room,2,1,1,1
20588785,Loft,Private room,2,1.5,1,1
9218288,Apartment,Entire home/apt,2,1,1,1
21162200,Apartment,Private room,2,1,1,1
19097569,Apartment,Entire home/apt,3,1,1,1
20281210,Apartment,Entire home/apt,3,1,1,1
12232615,Apartment,Private room,2,1,1,1
13723404,Apartment,Entire home/apt,4,1,1,2
19293969,Apartment,Entire home/apt,2,1,1,1
9922595,Apartment,Entire home/apt,3,1,1,1
7054912,Apartment,Entire home/apt,2,1,1,1
19932625,Apartment,Entire home/apt,6,1,2,2
14744525,Apartment,Entire home/apt,4,2,2,2
14754902,Apartment,Entire home/apt,4,1,1,2
10117803,Apartment,Entire home/apt,5,2,2,2
8792,Apartment,Entire home/apt,3,1,1,1
17211741,Apartment,Entire home/apt,8,2,2,4
16999403,Apartment,Entire home/apt,4,1,0,2
13557973,Apartment,Private room,2,1,1,1
15841981,Apartment,Entire home/apt,4,1,1,2
10117122,Apartment,Entire home/apt,5,2,2,2
14897219,Apartment,Entire home/apt,6,2,2,3
15589328,Apartment,Entire home/apt,4,1,1,1
4759640,Apartment,Entire home/apt,2,1.5,0,1
20618809,Condominium,Entire home/apt,2,1,1,1
15375825,Apartment,Entire home/apt,2,1,0,1
20930004,Apartment,Entire home/apt,2,1,1,1
2547129,Apartment,Entire home/apt,3,1,1,1
18226956,Apartment,Private room,2,1,1,1
9707238,Apartment,Entire home/apt,4,1.5,2,2
15314809,Apartment,Entire home/apt,6,2,2,4
6134867,Apartment,Entire home/apt,4,1,2,2
1596470,House,Entire home/apt,8,2,2,5
11885653,Apartment,Private room,4,1,1,1
19946938,Apartment,Entire home/apt,3,1,1,1
17702303,Apartment,Entire home/apt,2,1,0,1
19701093,Apartment,Entire home/apt,6,2,2,2
2776391,Apartment,Entire home/apt,5,2,2,4
19358947,Apartment,Entire home/apt,3,1,1,1
3414993,Condominium,Entire home/apt,3,1,1,1
973695,Apartment,Entire home/apt,4,1,1,2
21011223,Other,Entire home/apt,5,2,2,3
891953,Apartment,Entire home/apt,3,1.5,1,1
11983535,Apartment,Entire home/apt,5,2,2,2
19143327,Apartment,Entire home/apt,4,1,1,2
19798698,Apartment,Entire home/apt,2,1,0,2
8837755,Apartment,Entire home/apt,4,2,2,2
10705351,Apartment,Entire home/apt,2,1,2,3
13113748,Apartment,Private room,1,1,1,1
15407480,Apartment,Entire home/apt,2,1,0,1
15407347,Apartment,Entire home/apt,4,1,1,2
15522020,Apartment,Entire home/apt,2,1,1,1
497810,Apartment,Entire home/apt,8,1,3,4
19552273,Apartment,Entire home/apt,8,2,4,4
15833104,Apartment,Entire home/apt,4,1,1,2
16177707,House,Entire home/apt,5,1.5,2,3
19945965,Apartment,Entire home/apt,3,1,1,1
19562001,Apartment,Entire home/apt,1,1,1,2
15342033,Apartment,Entire home/apt,4,1,1,2
19372011,Apartment,Entire home/apt,2,1,1,1
15407065,Apartment,Entire home/apt,4,2,2,2
15341441,Apartment,Entire home/apt,4,1,1,2
21107564,Apartment,Entire home/apt,5,2,2,2
20928309,Apartment,Entire home/apt,2,1,1,1
38579,Apartment,Entire home/apt,4,2,2,2
4118162,Apartment,Entire home/apt,2,1,1,1
21092518,Apartment,Entire home/apt,3,1,1,2
15390860,Apartment,Entire home/apt,2,1,0,1
6936712,Condominium,Entire home/apt,1,1,0,1
14424180,Apartment,Entire home/apt,2,1,1,1
15390808,Apartment,Entire home/apt,2,1,0,1
15832676,Apartment,Entire home/apt,4,1,1,2
14421605,Apartment,Entire home/apt,5,2,2,2
16569938,Apartment,Entire home/apt,4,1,1,1
20977237,Apartment,Entire home/apt,4,1,1,1
9770560,Apartment,Entire home/apt,3,1,0,1
18908082,Apartment,Entire home/apt,5,2,2,3
19584489,Condominium,Entire home/apt,2,1,1,1
13686161,Apartment,Entire home/apt,3,1,1,2
18584987,Apartment,Entire home/apt,2,1,1,1
5215982,Apartment,Entire home/apt,2,1,1,1
19699023,Apartment,Entire home/apt,3,1,1,1
14472483,Apartment,Entire home/apt,4,2,2,2
3544343,Apartment,Entire home/apt,2,1,1,1
21140279,Apartment,Private room,2,1,0,1
20901417,Apartment,Private room,3,1,1,1
20354019,Apartment,Entire home/apt,2,1,1,1
5953696,Loft,Entire home/apt,2,1,1,1
6181758,Apartment,Entire home/apt,4,1,2,2
13669224,Apartment,Entire home/apt,4,1,1,2
18666352,Apartment,Entire home/apt,2,1,0,1
18765384,Boat,Entire home/apt,8,4,4,4
14897997,Apartment,Entire home/apt,4,2,2,2
19469134,Apartment,Entire home/apt,5,1,2,2
21107373,Apartment,Entire home/apt,5,2,2,2
17110127,Condominium,Entire home/apt,4,2,2,2
14586440,Apartment,Entire home/apt,3,1,1,1
15127120,Apartment,Entire home/apt,2,1,0,1
3068453,Apartment,Entire home/apt,3,1,0,1
20468295,Apartment,Entire home/apt,4,1,1,1
11440702,Apartment,Entire home/apt,4,1,1,2
18895387,Apartment,Entire home/apt,5,2,2,3
13980127,Apartment,Entire home/apt,2,1,1,1
13275308,Apartment,Entire home/apt,6,2,2,3
